idsbr,nama_usaha,nama_komersial_usaha,alamat,nama_sls,kodepos,nomor_telepon,nomor_whatsapp,email,website,latitude,longitude,keberadaan_usaha,kdprov,kdkab,kdkec,kddesa
97474404,STAND H.MUH WARIS,,PASAR SENTRAL SEMI MODERN LAKESSI,,,99078061,,,,,,1,73,72,030,002
97467417,DEPOT ADIRA,,JALAN BAU MASSEPE NO 127,,,27327,,,,,,1,73,72,011,001
97469049,USAHA PENJUALAN SYOMAI <ZAEHAB>,,JALAN MAYOR HADDADE,,,,,,,,,1,73,72,011,006
97474470,UD NUR,,JALAN ANDI CAMMI,,,4205219,,,,,,1,73,72,020,001
97473893,APOTIK HARAPAN IBU (KAMALUDDIN),,JALAN H AGUSSALIM NO 132,,,,,,,,,1,73,72,020,001
97473994,USAHA ABON (HASMIRA),,JL ZASILIA NO 58,,,,,,,,,1,73,72,030,001
97474015,TOKO KELONTONG (SATRIANA),,JL A ABU BAKAR NO 47,,,,,,,,,1,73,72,011,005
97473974,RUMAH KOST (HAPSAH),,JL REFORMASI,,,081236242174,,,,,,1,73,72,011,005
97474014,SEWA TV KABEL(TAKDIR ABDU SE),,JALAN NURUSSAMAWATI,,,395575100,,,,,,1,73,72,011,002
97474675,WARUNG KELONTONG,,LOMPOE,,,15372005,,,,,,1,73,72,010,004
97474720,TRAVEL WAHYU,,JALAN ABD DJALIL HABIBI,,,081342701525,,,,,,1,73,72,020,002
97474732,BENGKEL LAS KARYA SIP,,JL REFORMASI NO 65,,,,,,,,,1,73,72,011,005
97474239,TOKO KELONTONG (KASMAWATI),,JL PETTUKKU,,,42217157,,,,,,1,73,72,030,006
97490553,KREDIT PAKAIAN (SATRIANA),,JL H ABU BAKAR,,,,,,,,,1,73,72,011,005
97464076,YENNI LAUNDRY,,JL SIRATAL MUSTAKIM,,,,,,,,,1,73,72,011,004
97464087,TOKO BUAH MAS MOTOR,,JALAN H AGUSSALIM NO 118,,,15285227,,,,,,1,73,72,011,006
97464089,TOKO SURMA AGUNG,,JALAN H AGUSSALIM NO 122,,,,,,,,,1,73,72,011,006
97459799,JUAL HERBALIFE NUTRITION,,JL ANDI SINTA LORONG ORDE BARU,,,21718784,,,,,,1,73,72,030,004
97472481,TOKO SINAR TERANG,,JALAN BAU MASSEPE NO 269,,,4293888,,,,,,1,73,72,020,001
97472515,USAHA AIR ISI ULANG (MUHARSIN),,JL PATTUKKU,,,55511750,,,,,,1,73,72,030,006
97490788,PUSKESMAS MADISING NA MARIO,,JALAN MATTIROTASI NO 14,,,26855,,PUSKESMASMADISINGNAMARIO@YAHOO.CO.ID,,,,1,73,72,020,001
97490799,JUAL PAKAIAN (INA),,JL NUSA KARYA,,,155832410,,,,,,1,73,72,030,007
97490832,PERSEWAAN KAMAR KOS (TAUFIK),,JL ANDI ABU BAKAR,,,,,,,,,1,73,72,011,005
97490932,HOTEL GANDARIA 2 (HJ NURLINA),,JALAN BAU MASSEPE NO 35,,,,,,,,,1,73,72,020,004
97490885,KREDIT BARANG (HJ NIRMALA SURYA),,PARE PARE,,,551095385,,,,,,1,73,72,011,004
97469761,GUAL KUE BASAH (SUBENGNGARENG),,JL GELORA MANDIRI,,,,,,,,,1,73,72,010,004
97469881,PEMBORONG BANGUNAN,,J L PETTA OODO NO 25 C,,,48171860,,,,,,1,73,72,030,006
97469839,LOKET PEMBAYARAN PDAM,,JL LASANGGA,,,,,,,,,1,73,72,010,004
97469919,POSYANDU CENDRAWASIH CAPPAGALUNG,,JL PINISI,,,99385834,,,,,,1,73,72,011,004
97448629,PRAKTIK DOKTER SPESIALIS KEBIDANAN DAN KANDUNGAN,,JL PETTANARAJENG NO 5,,,55519913,,,,,,1,73,72,030,003
97448643,TOKO SAS,,JALAN BAUMASSEPE NO 238,,,24728,,,,,,1,73,72,011,006
97448646,PRAKTEK DOKTER (PATTA GAUK),,JALAN BAU MASSEPE,,,27897,,,,,,1,73,72,020,003
97467737,ILHAM PERUNGGASAN,,JL. ANDN SINTA NO.08,,,21379,,,,,,1,73,72,030,002
97466137,MEMBUAT BAKSO IKAN (IBU SYAM),,JL SAPTA MARGA <PERUMAHAN PANTAI INDAH SOREANG>,,,95896772,,,,,,1,73,72,030,006
97470035,TOKO BINTANG TERANG,,JALAN BASO DG PATOMPO NO 4,,,22648,,,,,,1,73,72,020,003
97448752,TOKO MARTAPURA,,JALAN BAUMASSEPE NO 414,,,0812586740,,,,,,1,73,72,011,006
97448806,LAUNDRY 21,,JL MATTIROTASI NO 71,,,24725,,,,,,1,73,72,011,006
97449681,JUAL ECERAN BERAS (MARHAMAH),,JL ABUBAKAR LAMBOGO NO 28,,,29637165,,,,,,1,73,72,030,004
97463346,GUDANG BARANG(H HAERUDDIN),,JL LAHALEDE,,,,,,,,,1,73,72,030,004
97458890,ALFAS BAND ( BAKRI),,JL SUAKA ALAMLES T A R I,,,085145897718,,,,,,1,73,72,011,002
97458971,ALAMI WATER FILTER.UD,,JL MUH ARSYAD NO 32,,,0811444946,,,,,,1,73,72,030,003
97458973,USAHA MEUBEL (ABD RAHMAN),,JALAN LAMBO,,,,,,,,,1,73,72,011,004
97463498,JUAL PAKAIAN JADI WANITA (CITRA),,JALAN M AGUSSALIM,,,,,,,,,1,73,72,011,006
97459027,POSYANDU ADYAKSA CENDRAWASIH,,JL JEND SUDIRMAN,,,,,,,,,1,73,72,011,004
97459044,WARUNG MAKAN(NURDIN),,JL JEND SUDIRMAN,,,,,,,,,1,73,72,011,004
97459063,BENGKEL LAS<RUSTAM>,,JALAN SYAMSUL BAHRI,,,085340788787,,,,,,1,73,72,020,001
97459065,HOTEL GAZZAZ,,JALAN DAENG PARANI,,,,,,,,,1,73,72,020,002
97459116,JUAL SEPRAI <DESI TAIF>,,JL SAWI,,,085146403330,,,,,,1,73,72,030,004
97459250,TUKANG JAHIT (SUNARSI),,J L SUAKA ALAM LESTARI,,,,,,,,,1,73,72,011,002
97463748,JUAL PAKAIAN JADI (ST AISYAH),,JL PINISI,,,43015730,,,,,,1,73,72,011,004
97462754,TOKO AMIN,,JALAN H AGUSSALIM NO 83,,,99447631,,,,,,1,73,72,011,006
97459335,HERO.UD,,JL MUH ARSYAD,,,98762929,,,,,,1,73,72,030,003
97459377,PENYEWAAN KAMAR (AMIR),,JALAN LANGSAT,,,,,,,,,1,73,72,011,006
97463866,DISTRIBUTOR YUDHISTIRA,,JL MATTIROTASI,,,26933,,,,,,1,73,72,011,004
97463928,TEH POCI (ANDI MATTALATTA),,JL LAHALEDE,,,91650950,,,,,,1,73,72,030,004
97459541,JURU PARKIR (BAHRI),,J L LINTAS BRIMOB,,,,,,,,,1,73,72,011,002
97463874,SD 65,,JL JENDRAL SUDIRMAN,,,085397777102,,,,,,1,73,72,011,003
97462864,HABIBI COMCELL,,JL LAHALEDE,,,42913338,,,,,,1,73,72,030,004
97496312,KEDAI AL,,JL BAU MASSEPE,,,,,,,,,1,73,72,011,004
97462912,JUAL PAKAIAN JADI (HARIANI),,JALAN BAU MASSEPE NO 57,,,4234072,,,,,,1,73,72,011,001
97463947,KREDIT DANA (DARSANG),,B T N BERINGIN BLOK B 4,,,99492124,,,,,,1,73,72,011,002
97496482,ASRIDA SALON,,JL H A MUH ARSYAD BTN SOREANG PERMAI,,,42721007,,,,,,1,73,72,030,006
97496494,HOTEL PURI GANDARIA INDAH,,JL BAUMASSEPE,,,27000,,,,,,1,73,72,011,001
97500482,VARIASI GIPSUM,,BTN PONDOK INDAH,,,4200566,,,,,,1,73,72,030,007
97502606,SALON CITRA,,JALAN BAU MASSEPE,,,42940225,,,,,,1,73,72,020,001
97502602,TOKO ATK,,JLN.JENDRAL AHMAD YANI BLOK C1 NOMOR 12,,,41556578,,,,,,1,73,72,020,005
97502613,APOTEK SABANAH,,JALAN BAU MASSEPE,,,,,,,,,1,73,72,020,001
97500659,MENJUAL GAS ELPISI 3KG (MUING),,JLN M ARSYAD,,,,,,,,,1,73,72,030,007
97500648,HS2 GAMES,,JLN JENDRAL AHMAD YANI,,,41555509,,,,,,1,73,72,020,005
97500650,TOKO ADS COLLETION,,JLN JEND AHMAD YANI,,,99135251,,,,,,1,73,72,020,005
97461735,SULAWESI. US,,JL INDUSTRI KECIL,,,085396539635,,,,,,1,73,72,030,007
97461797,TUKANG KREDIT (HENNI),,JL SIRATAL MUSTAKIM,,,18889520,,,,,,1,73,72,011,004
97461796,SD 46,,JL JENDRAL SUDIRMAN,,,22470,,,,,,1,73,72,011,003
97461806,HOTEL PERMATASARI,,JL ANDI MAKKASAU 52,,,26007,,,,,,1,73,72,020,003
97458311,PUSKESMAS PEMBANTU KAMPUNG BARU,,JALAN KESUMA,,,,,,,,,1,73,72,011,006
97477300,PEDAGANG PERMEN KELILING (MAKMUR),,JL USANGGA WEKKE`E,,,,,,,,,1,73,72,010,004
97477337,WARUNG PAK SUNARTO,,JALAN BAU MASSEPE,,,42803444,,,,,,1,73,72,011,001
97477306,DEPOT AIR MINUM MIRA (H NASRUM ALI),,JL SULAWESI NO 48,,,8786779,,,,,,1,73,72,020,003
97477313,FOTO COPY ( ASMY ),,JL BAU MASSEPE,,,30630300,,,,,,1,73,72,011,003
97477389,TERAPI HANGAT ATFG 8 <DIMAS>,,JALAN JEND A YANI,,,085342857800,,,,,,1,73,72,020,004
97477432,JUAL SAYURAN (KIMAN),,PASAR SENTRAL LAKESSI,,,397725816,,,,,,1,73,72,030,002
97477450,KOPERASI SWADARMA,,JALAN HAJI AGUSSALIM,,,,,,,,,1,73,72,020,001
97477634,YAYASAN TADIKA PURI,,JL.BAU MASSEPE,,,55094831,,,,,,1,73,72,011,003
97477661,RESTAURANT DINASTY,,JALAN SULAWESI,,,21573,,,,,,1,73,72,020,003
97477736,MEGA 99,,JALAN BAU MASSEPE N0263,,,96404583,,,,,,1,73,72,020,001
97477608,ABON IKAN TUNA UMMY,,JL KETERAMPILAN NO 25,,,94338148,,,,,,1,73,72,011,004
97477764,USAHA KAYU(HAJJA NURFAIDAH),,JALAN MATTIROMSI NO 4,,,88425999,,,,,,1,73,72,020,001
97477784,JUAL SEPATU SANDAL <MUSTARI ALWI>,,JALAN MANUNGKE,,,,,,,,,1,73,72,020,003
97471373,STAND 77,,JALAN LASINRANG PASAR LAKESSI,,,085342766016,,,,,,1,73,72,030,002
97471293,ASAT UD,,JL H A M ARSYAD,,,20143770,,,,,,6,73,72,030,007
97486170,PAUD MELATI,,BTN PEPABRI BLOK E8 NO 30,,,,,,,,,1,73,72,020,005
97485047,DEPOT AIR MINUM ISI ULANG SEHATI,,JL H JAMIL ISMAIL,,,99023934,,,,,,1,73,72,030,004
97486272,TIRTO GIRI <SUTARMAN>,,JALAN HA M ARSYAD,,,085343744326,,,,,,1,73,72,030,005
97469569,SD 35,,JL PAHLAWAN,,,42344235,,,,,,1,73,72,011,003
97469623,PERCETAKAN KHAERIYAH,,JALAN GURU M AMIN,,,11444400,,,,,,1,73,72,030,003
97489015,JUAL AYAM POTONG (DARWIS),,JL H.P. CARA NO. 29,,,,,,,,,1,73,72,011,005
97488396,JUAL KUE (DAHLAN),,JL. LASINRANG,,,16161684,,,,,,1,73,72,030,002
97487074,KLINIK GIGI,,JLN.JENDRAL AHMAD YANI BLOK C1 NOMOR 12,,,411556578,,,,,,1,73,72,020,005
97487102,JUAL PAKAIAN JADI (JUMIATI),,JLN PINGGIR LAUT,,,55338150,,,,,,1,73,72,020,003
97487153,USAHA PAKAIAN BEKAS (H M AMIN),,JALAN A MAPPAGULUNG,,,,,,,,,1,73,72,030,005
97485859,TOKO BUKIT MARWAH,,JALAN H AGUSSALIM NO 182,,,99652627,,,,,,1,73,72,020,001
97487116,GEOUNG ASIA,,JL BASO DG PATOMPO,,,,,,,,,1,73,72,020,003
97489158,SERVICE KULKAS (RUSTAM),,JL LAGALIGO,,,,,,,,,1,73,72,020,005
97489167,USAHA ABON IKAN (HJ RUMAYANTI),,JL PELRA NO 14,,,42340536,,,,,,1,73,72,030,001
97489197,JUAL BERAS (SUHENI),,JL ANDI ABU BAKAR,,,,,,,,,1,73,72,011,005
97485984,DEPOT AIR MINUM ISI ULANG (A ARDIANSYAH T),,JALAN CENDANA NO 14,,,42458717,,,,,,1,73,72,011,002
97488587,AMANDA CELL,,JALAN AGUSSALIM NOMOR 210,,,41555657,,,,,,1,73,72,020,001
97486032,A2 LAUNDRY <AYU>,,BTN PONDOK BAHAGIA,,,082393597456,,,,,,1,73,72,011,002
97488625,TOKO CAHAYA BAMAS,,JALAN BAU MASSEPE NO 137,,,55469370,,,,,,1,73,72,011,001
97487354,JUAL ATK (RUSMAN),,JL JENDRAL SUDIRMAN,,,55751797,,,,,,1,73,72,020,005
97486068,PEMBORONG BANGUNAN <M SAADE>,,JL TITANG NO 13 B,,,085256827771,,,,,,1,73,72,030,006
97471766,PENGOLAHAN IKAN LATULIP (NURLAELAH),,JL PINISI NO 39,,,3311993,,,,,,1,73,72,011,004
97469234,SALON ELSYE,,JALAN KESUMA,,,085325558469,,,,,,1,73,72,011,006
97472235,TOKO BARU MANDIRI,,JALAN SULAWESI N07,,,54774407,,,,,,1,73,72,020,003
97469375,JUAL BERAS (SURIANI),,JL.GELORA MANDIRI,,,,,,,,,1,73,72,010,004
97469350,JUAL ROKOK (RUSMAN),,JL JENDRAL SUDIRMAN,,,55751797,,,,,,1,73,72,020,005
97469472,CATERING <KAMSIA>,,JL GLATIK BLOK B,,,,,,,,,1,73,72,010,005
97469513,PABRIK PLASTIK<SUTIANI>,,JL H A M ARSYAD,,,085213525050,,,,,,1,73,72,030,007
97454008,TOKO DEVI CELLULAR,,JALAN MATTIROTASI,,,085250650283,,,,,,1,73,72,011,006
97454009,USAHA SINAR BULAN,,JL MATTIROTASI NO 61,,,23902,,,,,,1,73,72,011,006
97454049,KEBAB BABA RAFI,,JL LAMALEDE,,,40059810,,,,,,1,73,72,030,004
97454052,MANNAATK,,JL LAHALEDE,,,99349777,,,,,,6,73,72,030,004
97481654,KIBI GARDEN (BOBOT HERY),,JALAN BAMBU RUNCING,,,355355097,,KIBIGARDEN@YAHOO.CO.ID,,,,1,73,72,011,002
97481686,BCI DARMAWATI SOPHIE PARIS,,JL LASINRANG,,,99106502,,SMIBCO3501.DARMAWATI@YAHOO.CO.ID,,,,1,73,72,030,002
97481659,TOKO ABADI JAYA (JUHARI),,JL JEND AHMAD YANI,,,420295,,,,,,1,73,72,030,005
97483069,INDAH FURNITURE,,JALAN ABU BAKAR LAMBOGO,,,45110488,,,,,,1,73,72,030,003
97481913,TK BAITUL JAMIL,,JL BAU MASSEPE NO 103,,,42700181,,,,,,1,73,72,011,001
97481843,ANANDA PUTRI GALON,,JALAN BAMBU RUNCING BLOK 11,,,,,,,,,1,73,72,011,002
97483332,PENGINAPAN METRO,,JALAN LINGKAR LAPADDE,,,,,,,,,1,73,72,020,005
97482070,USAHA PEMBUATAN TEMPE(AKRAM),,JL SAPTA MARGA <PERUMAHAN NIUR PERMAI>,,,55901970,,,,,,1,73,72,030,006
97483414,HOTEL BUMI INDAH,,JALAN VETERAN,,,44727237,,,,,,1,73,72,020,002
97496264,KATERING (HJ DIANA),,JL MATTIROTASI,,,54684599,,,,,,1,73,72,011,004
97472965,TOKO SAHABAT,,JALAN MANGGA TENGAH,,,,,,,,,1,73,72,020,001
97496281,KANTIN KEJUJURAN,,JLN JEND AHMAD YANI KM 3,,,,,,,,,1,73,72,020,005
97473070,PLAYSTATION (ALIM BAHRI),,JL MUHAMMADIYAH,,,30781925,,,,,,1,73,72,030,004
97473200,GUDANG BARANG (HAERUDDIN H),,JL MUHAMMADIYAH,,,42067878,,,,,,4,73,72,030,004
97460232,DEPOT AIR MINUM WAHID,,JL MUHAMMADIYAH,,,042124240,,,,,,1,73,72,030,004
97460336,JUAL PAKAIAN JADI (HJ RENI),,BTN GRIYA BUMI HARAPAN PERMAI,,,,,,,,,1,73,72,011,002
97460382,JUAL PAKAIAN (RISMAN),,JL JENDRAL SUDIRMAN,,,99501772,,,,,,1,73,72,011,003
97460408,ATHALLA PARFUM,,JL LAHALEDE,,,87448000,,,,,,1,73,72,030,004
97460392,TOKO SYAFII,,JL GARUDA,,,082346986033,,,,,,1,73,72,010,005
97460514,JUAL PAKAIAN JADI (FATMAWATI),,JL SIRATAL MUSTAKIM,,,55937807,,,,,,1,73,72,011,004
97460707,JEPARE INDAH US,,JL INDUSTRI KECIL,,,52607039,,,,,,1,73,72,030,007
97460654,JUAL TELUR AYAM (ARSYAD),,JL LASIMING LORONG 2 NO 57C,,,41763453,,,,,,1,73,72,020,005
97460753,MEC MINDSET ENGLISH CENTRE,,JALAN KEBUN SAYUR,,,45757662,,,,,,1,73,72,030,005
97460754,GMY BAN 2,,JL INDUSTRI KECIL,,,55667889,,,,,,1,73,72,030,007
97460644,SENIMAN MUSIK (MASKUR DG NGESAK),,BTN GRIYA BUMI HARAPAN PERMAI,,,,,,,,,1,73,72,011,002
97460853,SD 79,,J L PAHLAWAN,,,55710049,,,,,,1,73,72,011,003
97460876,PLAYSTATION <MUH AYUP>,,JL PANTI ASUHAN,,,085255777790,,,,,,1,73,72,030,004
97460885,USAHA AYAM POTONG (ANWAR),,JL INDUSTRI KECIL,,,355952266,,,,,,1,73,72,030,007
97460985,ANEKA PLASTIK,,JALAN ANDI MAKKASAU,,,28851,,,,,,1,73,72,030,003
97461019,ICE BUBLLE DRINK (ANDI MATTALATTA),,JL LAHALEDE,,,,,,,,,1,73,72,030,004
97461045,RUMAH MAKAN LA LUNRA,,JALAN H AGUSSALIM,,,,,,,,,1,73,72,011,006
97464729,TK TUNAS HARAPAN,,JL. BACUKIKI RAYA,,,37088908,,,,,,1,73,72,010,002
97461104,BUTIK NAYLA,,JL GARUDA,,,,,,,,,1,73,72,010,005
97461972,USAHA JUAL BEKAS (M BALGINI),,JL INDUSTRI KECIL,,,92117777,,,,,,1,73,72,030,007
97461218,PEMYEWAAN KAMAR (BURAIRAH),,JALAM KESUMA,,,93711442,,,,,,1,73,72,011,006
97461120,JUAL PAKAIAN JADI (NURSIDA),,JL SIRATAL MUSTAKIM,,,93101073,,,,,,1,73,72,011,004
97461168,GILANG`S CELLULER,,JL LAHALEDE,,,42773335,,,,,,1,73,72,030,004
97462246,TUKANG CICIL PAKAIAN (KASMA),,JALAN H AGUSSALIM,,,,,,,,,1,73,72,011,006
97463335,AGENG TUPPERWARE (NURMILA),,BTN GRIYA BUMI HARAPAN PERMAI,,,,,,,,,1,73,72,011,002
97458837,ASIA SPORT,,JALAN BAU MASSEPE,,,89893318,,,,,,1,73,72,020,002
97449767,NOTARIS <ICHWAN ISMAIL>,,JALAN VETERAN,,,042121260,,ICHWAN_NOTPPAT@YMAIL.COM,,,,1,73,72,020,003
97448910,PONDOK BAKSO MINIRASA,,JL BAUMASSEPE,,,,,,,,,1,73,72,011,006
97448885,WARKOP BUGIS,,JALAN MATTIROTASI,,,,,,,,,1,73,72,011,006
97449795,TOK O ALL STAR,,JALAN BAUMASSEPE,,,,,,,,,1,73,72,011,006
97449943,PRAKTEK DOKTER GIGI (INDAH IKAWATI),,JL ABUBAKAR LAMBOGO LORONG,,,142519817,,,,,,1,73,72,030,004
97469164,CATERING (HASRIANI),,JL PEPAYA NO 4 A,,,40447181,,,,,,1,73,72,011,005
97488814,SEKOLAH DASAR SDN 25,,JALAN LATASSAKKA,,,99393797,,,,,,1,73,72,011,001
97489545,WARUNG MAKAN(MUH ARIFIN),,JL SAPTA MARGA,,,30911047,,,,,,1,73,72,030,006
97489748,PRAKTEK DOKTER UMUM (HENITA RAHMAYANTI),,JALAN H AGUSSALIM NO 132,,,,,,,,,1,73,72,020,001
97491385,S D NEGERI 62 PAREPARE,,JALAN LAGALIGO,,,42230744,,,,,,1,73,72,020,005
97491474,KANTIN S D NE G 48 PAREPARE,,JALAN ANDI AKRAB NO 14,,,,,,,,,1,73,72,020,005
97491443,CICIL BARANG (MARIATI),,JL LAUPE,,,194542163,,,,,,1,73,72,030,007
97487654,USAHA FORTUNA,,JL MATTIROTASI,,,,,,,,,1,73,72,011,004
97487748,TK FADILLAH PAREPARE,,JALAN H. LAELE,,,,,,,,,1,73,72,030,007
97486433,BENGKEL MAKMUR MOTOR,,JL. LAHALEDE NO 91,,,42204141,,,,,,1,73,72,030,002
97467847,TOKO CAHAYA WAJO,,JL PINISI,,,56796519,,,,,,1,73,72,011,004
97475794,JUAL KUE KERING (HJ DIRA),,JL. LASINRANG,,,94591421,,,,,,1,73,72,030,002
97472745,TOKO RIA PROFIL INDAH,,JL PETTA ODDO,,,418150,,,,,,1,73,72,030,006
97472787,JUAL BEDAK ONLINE (SYAHRANI),,JL MUHAMMADUYAH,,,96366138,,,,,,1,73,72,030,004
97482487,TAMAN KANAK KANAK (PAUD TUNAS HARAPAN 1),,JL LAULENG,,,42945601,,,,,,1,73,72,030,007
97481306,POSYANDU MELATI 19,,JALAN PETTA UNGA,,,36845624,,,,,,1,73,72,030,006
97481390,PUSKESMAS LOMPOE,,JL JEND M YUSUF,,,42055825,,,,,,1,73,72,010,004
97481520,CAFE PLANET POOL,,JL MATTIROTASI,,,,,,,,,1,73,72,011,004
97482741,KOPERASI WANITA KARAJAE,,JL LASANAGA WEKKEE,,,42971375,,,,,,1,73,72,010,004
97482804,PERSEWAAN KAMAR (H ABD RASYID),,JL PINISI NO 53,,,99385834,,,,,,1,73,72,011,004
97481587,ALMA NET,,JL. LAHALEDE,,,42087972,,HALIMAMBO01@GMAIL.COM,,,,1,73,72,030,002
97474772,TK ANUGRAH,,JALAN KALIMANTAN NO 55,,,96181165,,,,,,1,73,72,020,003
97474785,APOTIK TINUMBU,,JALAN TINUMBU NO 6,,,45446019,,,,,,1,73,72,020,001
97474961,DEPOT AIR MINUM CITRA,,JALAN BAU MASSEPE,,,,,,,,,1,73,72,020,001
97474939,WARUNG KELONTONG (HASMI),,JALAN KETERAMPILAN,,,,,,,,,1,73,72,011,004
97474982,KEPALA TUKANG (YUSUF H),,JL H P CARA NO 13,,,,,,,,,1,73,72,011,005
97475057,KANTIN BAHARI,,JL JENDRAL SUDIRMAN,,,082348551054,,,,,,1,73,72,020,005
97479303,PRAKTEK DOKTER(SYAHRUNA),,IL JEND AHMAD YANI,,,342420534,,,,,,1,73,72,030,005
97479342,USAHA CAHAYA BAMAS,,JALAN BAU MASSEPE NO 137,,,55469370,,,,,,1,73,72,011,001
97466421,PENYEWAAN KAMAR (MURDA),,JALAN KESUMA,,,,,,,,,1,73,72,011,006
97467886,JASA BINATU (AYYUB),,J L BERINGIN,,,,,,,,,1,73,72,011,002
97479390,KREDIT BARANG (HJ DEWI),,JALAN BAU MASSEPE NO 160 A,,,40611071,,,,,,1,73,72,011,004
97470120,JUAL PULSA (RUSMAN),,JL JENDRAL SUDIRMAN,,,55751797,,,,,,1,73,72,020,005
97475192,STAND H MASSANG (H MASSANG),,JL. LASINRANG,,,42044679,,,,,,1,73,72,030,002
97475191,JUAL KANTONGAN PLASTIK (MULYONO),,JL. LASINRANG,,,42473522,,,,,,1,73,72,030,002
97475263,LYRICS,,JALAN ANDI CAMMI NO 37,,,,,,,,,1,73,72,020,002
97480710,SARANA AIR BERSIH (IFAD),,JL H P CARA,,,,,,,,,1,73,72,011,005
97480798,TOKO UTAMA KARYA (H SYAMSIR),,JL ZASILIA NO 43,,,,,,,,,1,73,72,020,003
97480782,JUAL SEPATU BEKAS (SUNARTI),,JALAN MANUNGKE,,,46578113,,,,,,1,73,72,020,003
97483799,HOTEL NIRWANA,,JALAN BAU MASSEPE NO 193,,,22415,,,,,,1,73,72,011,004
97483866,PAYMENT POINT (M. SAID),,JALAN SULAWESINO.4,,,,,,,,,1,73,72,020,003
97483930,GUDANG SURYA JAYA MANDIRI,,JL JENDRAL AHMAD YANI KM 2,,,,,,,,,6,73,72,030,003
97483800,BENGKEL LAS MAJU MELAMBUNG,,JALAN LASIMING,,,,,,,,,1,73,72,020,004
97480818,JUAL PULSA KUOTA,,JL JEND SUDIRMAN,,,40588011,,,,,,1,73,72,020,005
97480849,POSYANDU LAGALIGO 3,,JL JENDRAL SUDIRMAN,,,38433248,,,,,,1,73,72,020,005
97454421,KOPERASI TIGA WARNA,,JALAN H AGUSSALIM,,,,,,,,,1,73,72,011,006
97454614,HAMSI,,JL SAWI,,,1373846841,,,,,,1,73,72,030,004
97466481,KANTIN SDN 36,,JALAH KESUMA UTARA,,,,,,,,,1,73,72,011,006
97454636,TOKO IRDAWATI,,JL GARUDA,,,,,,,,,1,73,72,010,005
97467943,AMSUR,,JL ANDI DEWANG,,,42373137,,,,,,1,73,72,011,003
97470263,APOTIK NAZWAN (SURIYANING),,JLN. JEND. AHMAD YANI,,,59028442,,,,,,1,73,72,020,005
97470327,SALON RUDI,,JL BAU MASSEPE,,,,,,,,,1,73,72,011,004
97466599,SYAWAL LAUNDRY PAKAIAN,,JL CENDANA,,,,,,,,,1,73,72,011,002
97468244,AL GHAZALI MUSIK (GHAZALI),,JL LINTAS BRIMOB,,,,,,,,,1,73,72,011,002
97470542,APOTEK DELIMA FARMA,,JL. LAHALEDE,,,21782,,,,,,1,73,72,030,002
97470572,PERSEWAAN KAMAR (HJ JAMILAH),,JALAN KESUMA TIMUR,,,,,,,,,1,73,72,011,006
97495176,KANTIN KANTOR IMIGRASI,,JALAN JEND SUDIRMAN,,,,,,,,,1,73,72,011,004
97466726,PEDAGANG SANDAL (GAZALI UMAR),,JL MATTIROTASI,,,99549552,,,,,,1,73,72,011,005
97495274,MIE JAIPONG DAN STMJ,,JL BAU MASSEPE,,,467893,,PADE@GMAIL.COM,,,,1,73,72,011,004
97495281,KONVEKSI MASTRA COLECTION,,JL PANCA MARGA,,,42668750,,,,,,1,73,72,020,004
97495247,USAHA KREDIT BARANG (HJ NURNENI),,JALAN SUMUR JODOH GANG KATAMBA,,,85448000,,,,,,1,73,72,030,006
97495860,WARKOP LOSARI (A PUJA),,JL MATTIROTASI,,,,,,WWW.PUJAPRATAMA.COM,,,1,73,72,011,004
97495889,STOKES WOOTEKH (IJAH),,JL JEND A YANI KM 3,,,55752554,,DJWOOTEKH@YAHOO.CO.ID,,,,1,73,72,020,005
97495893,GAME CENTER (NIZAR),,JALAN JEND M YUSUF,,,92221986,,,,,,1,73,72,010,004
97495865,PABRIK ES BALOK (TAMRIN),,JALAN PETTA UNGA PPI,,,42090997,,,,,,1,73,72,030,006
97498967,ALFARABI,,JLN.JENDRAL AHMAD YANI BLOK DI NOMOR 6,,,45892983,,,,,,1,73,72,020,005
97498975,PONDOK SITI HAJAR,,JL H AGUSSALIM,,,,,,,,,1,73,72,011,005
97498992,TOKO KELONTONG (IDA),,JALAN JEND A YANI KM 6,,,2228005,,,,,,1,73,72,020,005
97496118,APOTIK CAHAYA MEDIKA (ANDI REZA),,JL BAU MASSEPE,,,,,,,,,1,73,72,011,004
97484562,TOKO KEMBANG SUN FLOWER,,JL BAU MASSEPE,,,,,,,,,1,73,72,011,004
97478315,KELOMPOK USAHA RAMBUTAN,,JALAN KESUMA TIMUR,,,,,,,,,1,73,72,011,006
97478326,"JUAL TEMPE, TAHU (SRI WAHYU NINGSIH)",,JALAN LASINRANG PASAR LAKESSI,,,56377449,,,,,,1,73,72,030,002
97475654,JUAL ROKOK DAN TEMBAKAU (ABDULLAH / SAHRI),,JL. LASINRANG,,,10934576,,,,,,1,73,72,030,002
97491594,PRAKTEK DOKTER SPESIALIS KANDUNGAN (NURHAMIDAR ASLAN),,JALAN H AGUSSALIM NO 132,,,,,,,,,1,73,72,020,001
97491625,USAHA PELAMINAN (SUKARDI SADDI),,JL H P CARA,,,,,,,,,1,73,72,011,005
97492909,PANGKALAN LPG ULFA DWIYANTI (BAHAR),,JL PATTUKKU CEMPAE,,,081355269498,,,,,,1,73,72,030,006
